USER_ID,USER_NAME,ROLE,PROJECT_ID,PROJECT_NAME,ALLOCATION_START,ALLOCATION_END,ACTIVITY,MON_HRS,TUE_HRS,WED_HRS,THUR_HRS,FRI_HRS,SAT_HRS,Q1,Q2,Q3,Q4,Q5,USER_COMMENTS
1,Franklin Axton,intern,5320.0,Span,2023-06-21,2025-07-20,Deploying a cloud-based solution,8.0,5.0,7.0,3.0,8.0,3.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,5690.0,Rank,2024-01-08,2027-01-18,Deploying a cloud-based solution,8.0,5.0,7.0,3.0,8.0,3.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,6120.0,Cookley,2025-03-11,2026-01-09,Deploying a cloud-based solution,8.0,5.0,7.0,3.0,8.0,3.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,4960.0,Cardify,2023-08-10,2025-12-14,Performing code reviews,4.0,11.0,11.0,10.0,10.0,11.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,5320.0,Span,2023-06-21,2025-07-20,Performing code reviews,4.0,11.0,11.0,10.0,10.0,11.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,5690.0,Rank,2024-01-08,2027-01-18,Performing code reviews,4.0,11.0,11.0,10.0,10.0,11.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,6120.0,Cookley,2025-03-11,2026-01-09,Performing code reviews,4.0,11.0,11.0,10.0,10.0,11.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,4960.0,Cardify,2023-08-10,2025-12-14,Deploying a cloud-based solution,5.0,3.0,6.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,5320.0,Span,2023-06-21,2025-07-20,Deploying a cloud-based solution,5.0,3.0,6.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,5690.0,Rank,2024-01-08,2027-01-18,Deploying a cloud-based solution,5.0,3.0,6.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,6120.0,Cookley,2025-03-11,2026-01-09,Deploying a cloud-based solution,5.0,3.0,6.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,4960.0,Cardify,2023-08-10,2025-12-14,Performing code reviews,6.0,11.0,4.0,3.0,12.0,6.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,5320.0,Span,2023-06-21,2025-07-20,Performing code reviews,6.0,11.0,4.0,3.0,12.0,6.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,5690.0,Rank,2024-01-08,2027-01-18,Performing code reviews,6.0,11.0,4.0,3.0,12.0,6.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,6120.0,Cookley,2025-03-11,2026-01-09,Performing code reviews,6.0,11.0,4.0,3.0,12.0,6.0,3.0,5.0,3.0,4.0,3.0,
1,Franklin Axton,intern,4960.0,Cardify,2023-08-10,2025-12-14,Deploying a cloud-based solution,8.0,5.0,7.0,3.0,8.0,3.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,5320.0,Span,2023-06-21,2025-07-20,Deploying a cloud-based solution,8.0,5.0,7.0,3.0,8.0,3.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,5690.0,Rank,2024-01-08,2027-01-18,Deploying a cloud-based solution,8.0,5.0,7.0,3.0,8.0,3.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,6120.0,Cookley,2025-03-11,2026-01-09,Deploying a cloud-based solution,8.0,5.0,7.0,3.0,8.0,3.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,4960.0,Cardify,2023-08-10,2025-12-14,Performing code reviews,4.0,11.0,11.0,10.0,10.0,11.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,5320.0,Span,2023-06-21,2025-07-20,Performing code reviews,4.0,11.0,11.0,10.0,10.0,11.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,5690.0,Rank,2024-01-08,2027-01-18,Performing code reviews,4.0,11.0,11.0,10.0,10.0,11.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,6120.0,Cookley,2025-03-11,2026-01-09,Performing code reviews,4.0,11.0,11.0,10.0,10.0,11.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,4960.0,Cardify,2023-08-10,2025-12-14,Deploying a cloud-based solution,5.0,3.0,6.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,5320.0,Span,2023-06-21,2025-07-20,Deploying a cloud-based solution,5.0,3.0,6.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,5690.0,Rank,2024-01-08,2027-01-18,Deploying a cloud-based solution,5.0,3.0,6.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,6120.0,Cookley,2025-03-11,2026-01-09,Deploying a cloud-based solution,5.0,3.0,6.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,4960.0,Cardify,2023-08-10,2025-12-14,Performing code reviews,6.0,11.0,4.0,3.0,12.0,6.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,5320.0,Span,2023-06-21,2025-07-20,Performing code reviews,6.0,11.0,4.0,3.0,12.0,6.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,5690.0,Rank,2024-01-08,2027-01-18,Performing code reviews,6.0,11.0,4.0,3.0,12.0,6.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,6120.0,Cookley,2025-03-11,2026-01-09,Performing code reviews,6.0,11.0,4.0,3.0,12.0,6.0,1.0,4.0,2.0,2.0,1.0,
1,Franklin Axton,intern,4960.0,Cardify,2023-08-10,2025-12-14,Deploying a cloud-based solution,8.0,5.0,7.0,3.0,8.0,3.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,5320.0,Span,2023-06-21,2025-07-20,Deploying a cloud-based solution,8.0,5.0,7.0,3.0,8.0,3.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,5690.0,Rank,2024-01-08,2027-01-18,Deploying a cloud-based solution,8.0,5.0,7.0,3.0,8.0,3.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,6120.0,Cookley,2025-03-11,2026-01-09,Deploying a cloud-based solution,8.0,5.0,7.0,3.0,8.0,3.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,4960.0,Cardify,2023-08-10,2025-12-14,Performing code reviews,4.0,11.0,11.0,10.0,10.0,11.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,5320.0,Span,2023-06-21,2025-07-20,Performing code reviews,4.0,11.0,11.0,10.0,10.0,11.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,5690.0,Rank,2024-01-08,2027-01-18,Performing code reviews,4.0,11.0,11.0,10.0,10.0,11.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,6120.0,Cookley,2025-03-11,2026-01-09,Performing code reviews,4.0,11.0,11.0,10.0,10.0,11.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,4960.0,Cardify,2023-08-10,2025-12-14,Deploying a cloud-based solution,5.0,3.0,6.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,5320.0,Span,2023-06-21,2025-07-20,Deploying a cloud-based solution,5.0,3.0,6.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,5690.0,Rank,2024-01-08,2027-01-18,Deploying a cloud-based solution,5.0,3.0,6.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,6120.0,Cookley,2025-03-11,2026-01-09,Deploying a cloud-based solution,5.0,3.0,6.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,4960.0,Cardify,2023-08-10,2025-12-14,Performing code reviews,6.0,11.0,4.0,3.0,12.0,6.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,5320.0,Span,2023-06-21,2025-07-20,Performing code reviews,6.0,11.0,4.0,3.0,12.0,6.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,5690.0,Rank,2024-01-08,2027-01-18,Performing code reviews,6.0,11.0,4.0,3.0,12.0,6.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
1,Franklin Axton,intern,6120.0,Cookley,2025-03-11,2026-01-09,Performing code reviews,6.0,11.0,4.0,3.0,12.0,6.0,4.0,5.0,3.0,2.0,5.0,nascetur ridiculus mus vivamus vestibulum
2,Kelsy Nehl,admin,,,,,,,,,,,,,,,,,
3,Claudianus Rodenburg,intern,,,,,,,,,,,,,,,,,
4,Kippie Winchcum,architect,2460.0,Regrant,2024-07-29,2026-12-22,Integrating third-party APIs,4.0,10.0,3.0,6.0,9.0,7.0,4.0,4.0,3.0,1.0,2.0,ut nulla sed accumsan felis ut at
5,Alicea Macvain,architect,,,,,,,,,,,,,,,,,
6,Janeta Cymper,admin,,,,,,,,,,,,,,,,,
7,Francisco Burtwell,intern,5970.0,Overhold,2026-04-30,2027-05-08,Training employees on a new software system,11.0,3.0,5.0,7.0,3.0,3.0,5.0,2.0,5.0,4.0,5.0,
7,Francisco Burtwell,intern,1790.0,It,2024-09-28,2025-08-12,Training employees on a new software system,11.0,3.0,5.0,7.0,3.0,3.0,5.0,2.0,5.0,4.0,5.0,
7,Francisco Burtwell,intern,7199.0,Otcom,2024-09-24,2026-08-19,Training employees on a new software system,11.0,3.0,5.0,7.0,3.0,3.0,5.0,2.0,5.0,4.0,5.0,
7,Francisco Burtwell,intern,5970.0,Overhold,2026-04-30,2027-05-08,Automating repetitive tasks,12.0,7.0,12.0,10.0,11.0,10.0,5.0,2.0,5.0,4.0,5.0,
7,Francisco Burtwell,intern,1790.0,It,2024-09-28,2025-08-12,Automating repetitive tasks,12.0,7.0,12.0,10.0,11.0,10.0,5.0,2.0,5.0,4.0,5.0,
7,Francisco Burtwell,intern,7199.0,Otcom,2024-09-24,2026-08-19,Automating repetitive tasks,12.0,7.0,12.0,10.0,11.0,10.0,5.0,2.0,5.0,4.0,5.0,
7,Francisco Burtwell,intern,5970.0,Overhold,2026-04-30,2027-05-08,Analyzing data,5.0,7.0,8.0,4.0,11.0,6.0,5.0,2.0,5.0,4.0,5.0,
7,Francisco Burtwell,intern,1790.0,It,2024-09-28,2025-08-12,Analyzing data,5.0,7.0,8.0,4.0,11.0,6.0,5.0,2.0,5.0,4.0,5.0,
7,Francisco Burtwell,intern,7199.0,Otcom,2024-09-24,2026-08-19,Analyzing data,5.0,7.0,8.0,4.0,11.0,6.0,5.0,2.0,5.0,4.0,5.0,
7,Francisco Burtwell,intern,5970.0,Overhold,2026-04-30,2027-05-08,Training employees on a new software system,11.0,3.0,5.0,7.0,3.0,3.0,5.0,5.0,1.0,2.0,3.0,
7,Francisco Burtwell,intern,1790.0,It,2024-09-28,2025-08-12,Training employees on a new software system,11.0,3.0,5.0,7.0,3.0,3.0,5.0,5.0,1.0,2.0,3.0,
7,Francisco Burtwell,intern,7199.0,Otcom,2024-09-24,2026-08-19,Training employees on a new software system,11.0,3.0,5.0,7.0,3.0,3.0,5.0,5.0,1.0,2.0,3.0,
7,Francisco Burtwell,intern,5970.0,Overhold,2026-04-30,2027-05-08,Automating repetitive tasks,12.0,7.0,12.0,10.0,11.0,10.0,5.0,5.0,1.0,2.0,3.0,
7,Francisco Burtwell,intern,1790.0,It,2024-09-28,2025-08-12,Automating repetitive tasks,12.0,7.0,12.0,10.0,11.0,10.0,5.0,5.0,1.0,2.0,3.0,
7,Francisco Burtwell,intern,7199.0,Otcom,2024-09-24,2026-08-19,Automating repetitive tasks,12.0,7.0,12.0,10.0,11.0,10.0,5.0,5.0,1.0,2.0,3.0,
7,Francisco Burtwell,intern,5970.0,Overhold,2026-04-30,2027-05-08,Analyzing data,5.0,7.0,8.0,4.0,11.0,6.0,5.0,5.0,1.0,2.0,3.0,
7,Francisco Burtwell,intern,1790.0,It,2024-09-28,2025-08-12,Analyzing data,5.0,7.0,8.0,4.0,11.0,6.0,5.0,5.0,1.0,2.0,3.0,
7,Francisco Burtwell,intern,7199.0,Otcom,2024-09-24,2026-08-19,Analyzing data,5.0,7.0,8.0,4.0,11.0,6.0,5.0,5.0,1.0,2.0,3.0,
7,Francisco Burtwell,intern,5970.0,Overhold,2026-04-30,2027-05-08,Training employees on a new software system,11.0,3.0,5.0,7.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,maecenas ut massa quis augue
7,Francisco Burtwell,intern,1790.0,It,2024-09-28,2025-08-12,Training employees on a new software system,11.0,3.0,5.0,7.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,maecenas ut massa quis augue
7,Francisco Burtwell,intern,7199.0,Otcom,2024-09-24,2026-08-19,Training employees on a new software system,11.0,3.0,5.0,7.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,maecenas ut massa quis augue
7,Francisco Burtwell,intern,5970.0,Overhold,2026-04-30,2027-05-08,Automating repetitive tasks,12.0,7.0,12.0,10.0,11.0,10.0,1.0,4.0,3.0,3.0,4.0,maecenas ut massa quis augue
7,Francisco Burtwell,intern,1790.0,It,2024-09-28,2025-08-12,Automating repetitive tasks,12.0,7.0,12.0,10.0,11.0,10.0,1.0,4.0,3.0,3.0,4.0,maecenas ut massa quis augue
7,Francisco Burtwell,intern,7199.0,Otcom,2024-09-24,2026-08-19,Automating repetitive tasks,12.0,7.0,12.0,10.0,11.0,10.0,1.0,4.0,3.0,3.0,4.0,maecenas ut massa quis augue
7,Francisco Burtwell,intern,5970.0,Overhold,2026-04-30,2027-05-08,Analyzing data,5.0,7.0,8.0,4.0,11.0,6.0,1.0,4.0,3.0,3.0,4.0,maecenas ut massa quis augue
7,Francisco Burtwell,intern,1790.0,It,2024-09-28,2025-08-12,Analyzing data,5.0,7.0,8.0,4.0,11.0,6.0,1.0,4.0,3.0,3.0,4.0,maecenas ut massa quis augue
7,Francisco Burtwell,intern,7199.0,Otcom,2024-09-24,2026-08-19,Analyzing data,5.0,7.0,8.0,4.0,11.0,6.0,1.0,4.0,3.0,3.0,4.0,maecenas ut massa quis augue
8,Nicola Mash,intern,7701.0,Mat Lam Tam,2025-11-13,2027-11-03,Setting up a project management tool,8.0,12.0,11.0,11.0,12.0,5.0,5.0,5.0,4.0,2.0,2.0,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
9,Lodovico Milley,intern,,,,,,,,,,,,,,,,,
10,Othilia Piegrome,intern,,,,,,,,,,,,,,,,,
11,Lorry Jeaffreson,intern,2850.0,Tempsoft,2026-03-28,2027-04-21,Designing a user interface,12.0,9.0,8.0,6.0,12.0,10.0,4.0,5.0,5.0,2.0,1.0,
11,Lorry Jeaffreson,intern,6170.0,Y-find,2026-02-16,2026-08-30,Designing a user interface,12.0,9.0,8.0,6.0,12.0,10.0,4.0,5.0,5.0,2.0,1.0,
11,Lorry Jeaffreson,intern,2850.0,Tempsoft,2026-03-28,2027-04-21,Designing a user interface,11.0,9.0,12.0,9.0,11.0,6.0,4.0,5.0,5.0,2.0,1.0,
11,Lorry Jeaffreson,intern,6170.0,Y-find,2026-02-16,2026-08-30,Designing a user interface,11.0,9.0,12.0,9.0,11.0,6.0,4.0,5.0,5.0,2.0,1.0,
11,Lorry Jeaffreson,intern,2850.0,Tempsoft,2026-03-28,2027-04-21,Designing a user interface,12.0,9.0,8.0,6.0,12.0,10.0,4.0,2.0,4.0,2.0,5.0,
11,Lorry Jeaffreson,intern,6170.0,Y-find,2026-02-16,2026-08-30,Designing a user interface,12.0,9.0,8.0,6.0,12.0,10.0,4.0,2.0,4.0,2.0,5.0,
11,Lorry Jeaffreson,intern,2850.0,Tempsoft,2026-03-28,2027-04-21,Designing a user interface,11.0,9.0,12.0,9.0,11.0,6.0,4.0,2.0,4.0,2.0,5.0,
11,Lorry Jeaffreson,intern,6170.0,Y-find,2026-02-16,2026-08-30,Designing a user interface,11.0,9.0,12.0,9.0,11.0,6.0,4.0,2.0,4.0,2.0,5.0,
12,Donnie Romero,intern,,,,,,,,,,,,,,,,,
13,Nevil Jansens,intern,4790.0,Bigtax,2025-09-17,2026-11-25,Analyzing data,7.0,6.0,6.0,3.0,8.0,10.0,3.0,3.0,3.0,1.0,5.0,nullam varius nulla facilisi cras non velit
14,Winnah Thal,intern,,,,,,,,,,,,,,,,,
15,Katya De Atta,intern,,,,,,,,,,,,,,,,,
16,Lincoln Virgin,architect,1890.0,Zathin,2024-05-21,2025-09-28,Performing code reviews,12.0,9.0,10.0,5.0,5.0,8.0,3.0,5.0,3.0,3.0,1.0,
17,Tiphany Abatelli,architect,,,,,,,,,,,,,,,,,
18,Gaby Graber,architect,,,,,,,,,,,,,,,,,
19,Georgiana Burg,architect,4260.0,Kanlam,2024-11-25,2025-09-29,Performing code reviews,9.0,6.0,6.0,4.0,3.0,12.0,4.0,4.0,4.0,3.0,4.0,sed magna at nunc commodo placerat praesent blandit nam nulla
20,Krystle Gue,intern,1402.0,Bigtax,2024-05-22,2025-09-07,Collaborating with cross-functional teams,7.0,10.0,12.0,4.0,9.0,11.0,3.0,4.0,2.0,4.0,5.0,
20,Krystle Gue,intern,4601.0,Zontrax,2025-11-09,2026-03-10,Collaborating with cross-functional teams,7.0,10.0,12.0,4.0,9.0,11.0,3.0,4.0,2.0,4.0,5.0,
20,Krystle Gue,intern,1402.0,Bigtax,2024-05-22,2025-09-07,Deploying a cloud-based solution,9.0,3.0,9.0,3.0,6.0,7.0,3.0,4.0,2.0,4.0,5.0,
20,Krystle Gue,intern,4601.0,Zontrax,2025-11-09,2026-03-10,Deploying a cloud-based solution,9.0,3.0,9.0,3.0,6.0,7.0,3.0,4.0,2.0,4.0,5.0,
20,Krystle Gue,intern,1402.0,Bigtax,2024-05-22,2025-09-07,Collaborating with cross-functional teams,7.0,10.0,12.0,4.0,9.0,11.0,5.0,4.0,5.0,5.0,5.0,ullamcorper purus sit amet nulla quisque
20,Krystle Gue,intern,4601.0,Zontrax,2025-11-09,2026-03-10,Collaborating with cross-functional teams,7.0,10.0,12.0,4.0,9.0,11.0,5.0,4.0,5.0,5.0,5.0,ullamcorper purus sit amet nulla quisque
20,Krystle Gue,intern,1402.0,Bigtax,2024-05-22,2025-09-07,Deploying a cloud-based solution,9.0,3.0,9.0,3.0,6.0,7.0,5.0,4.0,5.0,5.0,5.0,ullamcorper purus sit amet nulla quisque
20,Krystle Gue,intern,4601.0,Zontrax,2025-11-09,2026-03-10,Deploying a cloud-based solution,9.0,3.0,9.0,3.0,6.0,7.0,5.0,4.0,5.0,5.0,5.0,ullamcorper purus sit amet nulla quisque
21,Alyssa Causier,architect,4670.0,Redhold,2025-05-08,2024-10-06,Implementing a cybersecurity solution,5.0,11.0,5.0,10.0,4.0,11.0,2.0,4.0,4.0,2.0,3.0,
21,Alyssa Causier,architect,1980.0,Flowdesk,2025-05-29,2026-12-24,Implementing a cybersecurity solution,5.0,11.0,5.0,10.0,4.0,11.0,2.0,4.0,4.0,2.0,3.0,
21,Alyssa Causier,architect,4670.0,Redhold,2025-05-08,2024-10-06,Analyzing data,5.0,11.0,5.0,12.0,9.0,3.0,2.0,4.0,4.0,2.0,3.0,
21,Alyssa Causier,architect,1980.0,Flowdesk,2025-05-29,2026-12-24,Analyzing data,5.0,11.0,5.0,12.0,9.0,3.0,2.0,4.0,4.0,2.0,3.0,
21,Alyssa Causier,architect,4670.0,Redhold,2025-05-08,2024-10-06,Implementing a cybersecurity solution,5.0,11.0,5.0,10.0,4.0,11.0,1.0,4.0,4.0,4.0,2.0,platea dictumst etiam faucibus cursus urna
21,Alyssa Causier,architect,1980.0,Flowdesk,2025-05-29,2026-12-24,Implementing a cybersecurity solution,5.0,11.0,5.0,10.0,4.0,11.0,1.0,4.0,4.0,4.0,2.0,platea dictumst etiam faucibus cursus urna
21,Alyssa Causier,architect,4670.0,Redhold,2025-05-08,2024-10-06,Analyzing data,5.0,11.0,5.0,12.0,9.0,3.0,1.0,4.0,4.0,4.0,2.0,platea dictumst etiam faucibus cursus urna
21,Alyssa Causier,architect,1980.0,Flowdesk,2025-05-29,2026-12-24,Analyzing data,5.0,11.0,5.0,12.0,9.0,3.0,1.0,4.0,4.0,4.0,2.0,platea dictumst etiam faucibus cursus urna
22,Adorne Strongman,architect,,,,,,,,,,,,,,,,,
23,Norry Grigoriscu,architect,,,,,,,,,,,,,,,,,
24,Carolus Valois,architect,7172.0,Flowdesk,2023-12-14,2025-03-10,Performing code reviews,5.0,7.0,10.0,5.0,10.0,5.0,3.0,5.0,4.0,4.0,2.0,
24,Carolus Valois,architect,4601.0,Zontrax,2023-12-27,2025-10-30,Performing code reviews,5.0,7.0,10.0,5.0,10.0,5.0,3.0,5.0,4.0,4.0,2.0,
24,Carolus Valois,architect,7172.0,Flowdesk,2023-12-14,2025-03-10,Testing a website,4.0,6.0,3.0,4.0,11.0,3.0,3.0,5.0,4.0,4.0,2.0,
24,Carolus Valois,architect,4601.0,Zontrax,2023-12-27,2025-10-30,Testing a website,4.0,6.0,3.0,4.0,11.0,3.0,3.0,5.0,4.0,4.0,2.0,
24,Carolus Valois,architect,7172.0,Flowdesk,2023-12-14,2025-03-10,Performing code reviews,5.0,7.0,10.0,5.0,10.0,5.0,1.0,2.0,2.0,2.0,2.0,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
24,Carolus Valois,architect,4601.0,Zontrax,2023-12-27,2025-10-30,Performing code reviews,5.0,7.0,10.0,5.0,10.0,5.0,1.0,2.0,2.0,2.0,2.0,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
24,Carolus Valois,architect,7172.0,Flowdesk,2023-12-14,2025-03-10,Testing a website,4.0,6.0,3.0,4.0,11.0,3.0,1.0,2.0,2.0,2.0,2.0,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
24,Carolus Valois,architect,4601.0,Zontrax,2023-12-27,2025-10-30,Testing a website,4.0,6.0,3.0,4.0,11.0,3.0,1.0,2.0,2.0,2.0,2.0,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna
25,Anni Andraud,architect,,,,,,,,,,,,,,,,,
26,Dorthea Clampe,architect,,,,,,,,,,,,,,,,,
27,Shirlee Withers,admin,1960.0,Sonair,2024-11-28,2026-06-02,Deploying a cloud-based solution,10.0,4.0,4.0,4.0,9.0,11.0,2.0,2.0,2.0,2.0,2.0,
27,Shirlee Withers,admin,5091.0,Zaam-Dox,2026-03-15,2024-08-30,Deploying a cloud-based solution,10.0,4.0,4.0,4.0,9.0,11.0,2.0,2.0,2.0,2.0,2.0,
27,Shirlee Withers,admin,1960.0,Sonair,2024-11-28,2026-06-02,Training employees on a new software system,11.0,9.0,8.0,10.0,8.0,12.0,2.0,2.0,2.0,2.0,2.0,
